Year,Region,OU,Vendor,Modified_Vendor,PR,PO,PO_Issue_Date,PO_End_Date,PO_Description, Requested_Amount ,Currency,OA,OA_Line_Item,OA_Expiration,OA_Currency,Cost_Center_WBS_Element,Vendor_Code,Material_Group,Plant,Purchasing_Group,Purchasing_Org,GL_Account,Requisitioner,SM_TO_USE,Approver_for_SES_GR,OUTLOOK_CODE,Approver_for_PR,OLD_PO,Note,EXTRA_NOTES,,,
2025,EU,LU,ENTSERV UK LTD,Entserv,34182586,4545492610,12-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 10,626.00 ",USD,4600437218,10,31-12-2025,USD,LU01001675,68101633,KA7265,L001,OW1,LU04,7220175,USJFPG,5264465,John Thake,Other,Ilse Moerenhout (SNIMO2),4543259351,Check Pre-approved John Thake tab,,,,
2025,EU,LU,ORBIS TECH LIMITED,Orbis,34258553,4545974087,17-01-2025,31-01-2026,SaaS & Support Fees 2025," 79,000.00 ",USD,4600706419,10,31-12-2027,USD,LU01001573,68111305,KA7265,L001,GC5,LU04,7220175,USJFPG,5311555,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Ilse Moerenhout (SNIMO2),,,,,,
2025,EU,LU,TECHNICAL SERVICES GROUP BELGIUM,TSG,34342796,4546503172,31-03-2025,31-01-2026,L1/L2 SE+SH+CRT 2025 - Line item 100," 2,08,296.00 ",EUR,4600688810,10,30-06-2025,EUR,LU01001573,68121523,KA7410,L001,OW1,LU04,7220175,USJFPG,5309441,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543578552,,,,,
2025,EU,LU,TECHNICAL SERVICES GROUP BELGIUM,TSG,34342796,4546503172,31-03-2025,31-01-2026,Non Standard Calls 2025  - Line item 200," 21,984.00 ",EUR,4600688810,10,30-06-2025,EUR,LU01001573,68121523,KA7410,L001,OW1,LU04,7220175,USJFPG,5309441,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543578552,,,,,
2025,EU,LU,TECHNICAL SERVICES GROUP BELGIUM,TSG,34342796,4546503172,31-03-2025,31-01-2026,BOS Support 2025  - Line item 300," 21,811.00 ",EUR,4600688810,10,30-06-2025,EUR,LU01001573,68121523,KA7410,L001,OW1,LU04,7220175,USJFPG,5309441,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543578552,,,,,
2025,EU,LU,TECHNICAL SERVICES GROUP BELGIUM,TSG,34342796,4546503172,31-03-2025,31-01-2026,Discretionary Services 2025  - Line item 400," 10,000.00 ",EUR,4600688810,10,30-06-2025,EUR,LU01001573,68121523,KA7410,L001,OW1,LU04,7220175,USJFPG,5309441,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543578552,,,,,
2025,EU,LU,TOKHEIM BELGIUM NV,Tokheim,34369257,4546797608,08-05-2025,31-12-2025,L3 and Central Services 2025," 23,650.00 ",EUR,4600627809,10,30-06-2025,EUR,LU01001573,68048111,KA7410,L001,CG5,LU04,7220175,NLMGV8,5303671,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543706316,,,,,
2025,EU,LU,DT GBS LUXEMBOURG S.A.,TSI,34210793,4545675590,06-12-2024,31-01-2026,Telecom Invoices 2025," 48,000.00 ",EUR,4600568062,10,31-12-2027,EUR,LU01001553,68054344,KA7142,L001,GC5,LU04,7450050,NLASZD,5284073,DIT,Telecom,Ilse Moerenhout (SNIMO2),4543172506,,,,,
2025,EU,NL,ENTSERV UK LTD,Entserv,34182585,4545571790,22-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 1,00,000.00 ",USD,NO OA,NO OA,NO OA,NO OA,NL01003584,68101633,KA7500,N543,R4T,NL04,7220175,USJFPG,4018919,John Thake,Other,Jordy Wassdorp (NLJWBC),4543301971,Check Pre-approved John Thake tab,,,,
2025,EU,NL,ORBIS TECH LIMITED,Orbis,34258560,4546054892,29-01-2025,31-01-2026,SaaS & Support Fees 2025," 4,89,000.00 ",USD,4600629339,10,31-12-2027,USD,NL01003584,68111305,KA7265,N543,GC5,NL04,7220175,USJFPG,5303755,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Jordy Wassdorp (NLJWBC),,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,L1/L2 POS/OPT support 2025  - Line item 100," 15,17,371.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,BOS support 2025  - Line item 200," 1,39,048.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,Fixed Non-standard calls 2025  - Line item 300," 1,63,570.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,File Integrity Monitoring 2025  - Line item 400," 23,789.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,Middleware Support 2025  - Line item 500," 1,69,136.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TSG NETHERLANDS BV ,TSG,34260637,4546054888,29-01-2025,31-01-2026,Discretionary Services NS 2025  - Line item 600," 1,00,000.00 ",EUR,4600627929,10,30-06-2025,EUR,NL01003584,68099589,KA7410,N543,GC5,NL04,7220175,USJFPG,5303680,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543352228,,,,,
2025,EU,NL,TOKHEIM BELGIUM NV,Tokheim,34369198,4546872390,19-05-2025,31-12-2025,L3 and Central Services 2025," 3,50,700.00 ",EUR,4600627823,10,30-06-2025,EUR,NL01003584,68048111,KA7410,N543,GC5,NL04,7220175,NLMGV8,5303653,Dora Magyar; Milena Groening,GSS,Jordy Wassdorp (NLJWBC),4543738858,,,,,
2025,EU,NL,T-SYSTEMS NEDERLAND B.V.,TSI,34210794,4545693340,09-12-2024,31-01-2026,Telecom Invoices 2025," 5,54,000.00 ",EUR,4600564731,20,31-12-2027,EUR,NL01003677,68053879,KA7142,N543,GC5,NL04,7450050,NLASZD,5289844,DIT,Telecom,Jordy Wassdorp (NLJWBC),4543103672,,,,,
2025,EU,PL,GIA POLSKA SP Z O O,GIA,34210741,4545656857,04-12-2024,31-01-2026,Serwis PC Windows 2025," 6,71,000.00 ",PLN,4600055183,10,30-04-2025,PLN,PL03000448,68067539,KA7210,P444,GC5,PL04,7220175,USJFPG,5126775,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448246,,,,,
2025,EU,PL,GIA POLSKA SP Z O O,GIA,34210741,4545656857,04-12-2024,31-01-2026,Serwis RBA 2025," 24,24,840.00 ",PLN,4600055183,10,30-04-2025,PLN,PL03000041,68067539,KA7210,P444,GC5,PL04,7220175,USJFPG,5126775,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448246,,,,,
2025,EU,PL,GIA POLSKA SP Z O O,GIA,34210741,4545656857,04-12-2024,31-01-2026,Serwis DoDo 2025," 3,06,680.00 ",PLN,4600055183,10,30-04-2025,PLN,PL03000448,68067539,KA7210,P444,GC5,PL04,7220175,USJFPG,5126775,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448246,,,,,
2025,EU,PL,GIA POLSKA SP Z O O,GIA,34210741,4545656857,04-12-2024,31-01-2026,Swap Stock 2025," 3,85,000.00 ",PLN,4600055183,10,30-04-2025,PLN,PL03000478/GLIT/32019/R/48/01/01 ,68067539,KA7210,P444,GC5,PL04,7220175,USJFPG,5126775,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448246,,,,,
2025,EU,PL,Global Payments Europe,GPE,34210752,4545656858,04-12-2024,31-01-2026,POS Hardware & Software for 2025," 1,43,000.00 ",EUR,4600472021,10,31-12-2027,EUR,PL03000448,68074910,KA7570,P444,GC5,PL04,7220175,USJFPG,5267455,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543492640,,,,,
2025,EU,PL,HECTRONIC POLSKA SP Z O O,Hectronic,34210700,4545656859,04-12-2024,31-01-2026,POS Maintenance 2025," 1,40,000.00 ",PLN,4600154894,10,31-12-2025,PLN,PL03000419,68097604,KA7570,P444,GC5,PL04,7220175,USJFPG,5254934,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543862819,,,,,
2025,EU,PL,HUGHES NETWORK SYSTEMS LTD,HNS,34181148,4545503013,13-11-2024,31-01-2026,SD-WAN MRC 2025," 13,83,800.00 ",EUR,4600227319,10,26-06-2025,EUR,PL03000363,68016482,KA7142,P444,GC5,PL04,7450050,NLASZD,5220942,DIT,Telecom,Marcin Szczgielski (WARMSZ3),4543145162,,,,,
2025,EU,PL,MC COMP SA,McComp,34210698,4545656860,04-12-2024,31-01-2026,POS licenses & support 2025," 45,82,000.00 ",PLN,4600418799,10,31-12-2025,PLN,PL03000448,68107994,KA7551,P444,GC5,PL04,7220175,USJFPG,5262726,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448249,,,,,
2025,EU,PL,MC COMP SA,McComp,34210699,4545656861,04-12-2024,31-01-2026,POS licenses & support DO sites 2025," 6,00,000.00 ",PLN,4600418799,10,31-12-2025,PLN,PL03000041,68107994,KA7551,P444,GC5,PL04,7220175,USJFPG,5262726,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543448250,,,,,
2025,EU,PL,Yuutel,Yuutel,34210697,4545656856,04-12-2024,31-01-2026,Monthly Charges 2025," 15,000.00 ",EUR,4600378320,10,31-07-2026,EUR,PL03000363,68067065,KA7590,P444,GC5,PL04,7220175,USJFPG,5259941,Rafal Szczerba,Legacy,Marcin Szczgielski (WARMSZ3),4543509013,,,,,
2025,EU,SI,ICASA ENERGY SOLUTIONS NV,ICASA,34232869,4545804445,23-12-2024,31-01-2026,Ad-hoc Maintenance 2025," 10,000.00 ",EUR,4600733420,10,30-06-2028,EUR,SI01000180,68113342,KA7570,S402,GC5,SI04,7220175,USJFPG,5315123,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091981,,,,,
2025,EU,SI,ICASA ENERGY SOLUTIONS NV,ICASA,34232870,4545804446,23-12-2024,31-01-2026,Swap Stock 2025," 15,000.00 ",EUR,4600733420,10,30-06-2028,EUR,SI01000180,68113342,KA7570,S402,GC5,SI04,7220175,USJFPG,5315123,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091984,,,,,
2025,EU,SI,ICASA ENERGY SOLUTIONS NV,ICASA,34232881,4545804447,23-12-2024,31-01-2026,Support Fees 2025," 95,000.00 ",EUR,4600733420,10,30-06-2028,EUR,SI01000180,68113342,KA7570,S402,GC5,SI04,7220175,USJFPG,5315123,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091987,,,,,
2024-2026,EU,SI,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34064456,4544654662,28-07-2024,31-01-2026, N&E Support Fees 2024-2025," 2,00,000.00 ",EUR,4600733418,10,30-06-2028,EUR,SI01900008,68113086,KA7570,S402,R4T,SI04,7220175,USJFPG,5315122,Matjaz Dezan,Legacy,Gregor Omejc (LJUGOME),,,,,,
2025,EU,SI,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34232746,4545804442,23-12-2024,31-01-2026,Ad-hoc Maintenance/Hardware 2025," 40,000.00 ",EUR,4600733418,10,30-06-2028,EUR,SI01900008,68113086,KA7570,S402,GC5,SI04,7220175,USJFPG,5315122,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091976,,,,,
2025,EU,SI,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34232866,4545804443,23-12-2024,31-01-2026,Swap Stock 2025," 30,000.00 ",EUR,4600733418,10,30-06-2028,EUR,SI01900008,68113086,KA7570,S402,GC5,SI04,7220175,USJFPG,5315122,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091978,,,,,
2025,EU,SI,LAUREL SZAMITASTECHNIKAI KFT,Laurel,34232867,4545804444,23-12-2024,31-01-2026,Support Fees 2025," 1,80,000.00 ",EUR,4600733418,10,30-06-2028,EUR,SI01900008,68113086,KA7570,S402,GC5,SI04,7220175,USJFPG,5315122,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544091979,,,,,
2025,EU,SI,TELEKOM SLOVENIJE D.D.,Telekom Slovenije,34232745,4545804441,23-12-2024,31-01-2026,Service & Support Fees 2025," 1,20,000.00 ",EUR,4600374634,10,31-12-2025,EUR,SI01000180,68107722,KA7135,S402,GC5,SI04,7220175,USJFPG,5258812,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544064485,,,,,
2025,EU,SI,TOKHEIM BELGIUM NV,Tokheim,34232744,4545804440,23-12-2024,31-01-2026,Support Fees 2025," 50,000.00 ",EUR,4600733417,10,30-06-2028,EUR,SI01000180,68048111,KA7410,S402,GC5,SI04,7220175,USJFPG,5315121,Peter Burko,Legacy,Gregor Omejc (LJUGOME),4544064482,,,,,
2025,EU,SK,ENTSERV UK LTD,Entserv,34182588,4545483756,11-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 13,283.00 ",USD,4600437354,10,09-12-2025,USD,SK01000218,68101633,KA7265,S323,OC9,SK04,7220175,USJFPG,5264558,John Thake,Other,Jan Capsky (CZJCA0),4543286031,Check Pre-approved John Thake tab,,,,
2025,EU,SK,HUGHES NETWORK SYSTEMS LTD,HNS,34181148,4545483755,11-11-2024,31-01-2026,SD-WAN MRC 2025," 3,63,000.00 ",EUR,4600227320,10,30-06-2026,EUR,SK01000179,68016482,KA7142,S323,R6G,SK04,7450050,NLASZD,5220764,DIT,Telecom,Jan Capsky (CZJCA0),4543147937,,,,,
2024-2027,EU,SK,HUGHES NETWORK SYSTEMS LTD,HNS,34067487,4544684923,31-07-2024,31-01-2027,Fortinet hardware thru 2027," 48,126.00 ",EUR,4600227320,10,30-06-2026,EUR,SK01000179,68016482,KA7142,S323,R6G,SK04,7450050,NLASZD,5220764,James McGrandle,Telecom,Jan Capsky (CZJCA0),,,,,,
2025,EU,ZA,Gijima Holdings SA PTY LTD,Gijima,34181146,4545502827,13-11-2024,31-01-2026,RTM MRC 2025," 2,71,92,000.00 ",ZAR,4600542204,10,30-04-2026,ZAR,ZA03002542,68114609,KA7142,Z189,S3C,ZA04,7450050,NLASZD,5287042,DIT,Telecom,Paris Papaspiridon (ZAPPA2),4543227969,,,,,
2025,EU,ZA,ORBIS TECH LIMITED,Orbis,34256637,4545961217,17-01-2025,31-01-2026,Orbis SaaS & Support Fees 2025," 8,45,000.00 ",USD,4600780319,10,06-06-2029,USD,ZA03001989,68111305,KA7551,Z189,S3C,ZA04,7220175,USJFPG,5351818,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Paris Papaspiridon (ZAPPA2),,,,,,
2025,EU,ZA,TOKHEIM SOUTH AFRICA PTY LTD,Tokheim,34187314,4545509429,14-11-2024,31-01-2026,Site Systems Support 2025," 1,53,27,520.00 ",ZAR,4600515124,10,30-09-2025,ZAR,ZA03001989,68113021,KA7570,Z189,S3C,ZA04,7220175,USJFPG,5284260,Francois Olivier,GSS,Paris Papaspiridon (ZAPPA2),4543284042,,,,,
2025,EU,ZA,TOKHEIM BELGIUM NV,Tokheim,34187315,4545509424,14-11-2024,31-01-2026,Site Systems L3 support 2025," 2,25,720.00 ",USD,4600617006,10,30-09-2025,USD,ZA03001989,68048111,KA7570,Z189,S3C,ZA04,7220175,USJFPG,5299184,Francois Olivier,GSS,Paris Papaspiridon (ZAPPA2),4543284033,,,,,
2025,EU,ZA,TOKHEIM SOUTH AFRICA PTY LTD,Tokheim,34187316,4545509431,14-11-2024,31-01-2026,Site Systems Discretionary services 2025," 5,00,000.00 ",ZAR,4600515124,10,30-09-2025,ZAR,ZA03001989,68113021,KA7570,Z189,S3C,ZA04,7220175,USJFPG,5284260,Francois Olivier,GSS,Paris Papaspiridon (ZAPPA2),4543284035,,,,,
2025,EU,ZA,TOKHEIM SOUTH AFRICA PTY LTD,Tokheim,34187317,4545509435,14-11-2024,31-01-2026,P4P Inverter service 2025," 14,69,116.00 ",ZAR,4600515124,10,30-09-2025,ZAR,ZA03001989,68113021,KA7570,Z189,S3C,ZA04,7220175,USJFPG,5284260,Francois Olivier,GSS,Paris Papaspiridon (ZAPPA2),4543284038,,,,,
2025,EU,GB,68009570 KICK,KICK, 34394051 ,4546895614,21-05-2025,30-05-2026,NCI Control-CS software," 16,464.00 ",EUR,NA,NA,NA,NA,GB32022287,68009570,KA7500,G9A1,SI2,GB08,7220175,INPSVE,,John Thake,Other,Ashish Kumar(INALES),4543854154,"As per Marxin Nowak CP lead steer  : Kick is not an authorized software reseller, so such purchases should not be made through them. Only products owned by Kick can be bought from them. Given this year’s urgency, we’ll proceed, but next year, please use approved procurement channels. We can get help from Marcin if we need help identifying the correct one.",,,,
2025,AM,CA,"Accenture, Inc",Accenture,34213787,4545678430,06-12-2024,31-01-2026,Service Desk Annual Fees 2025," 35,30,964.00 ",CAD,4600772088,10,31-12-2030,CAD,CA48001480,68073828,KA7410,C289,K76,CA04,7220175,USLMAN,5310654,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543945256,,,,,
2025,AM,CA,Appriss Retail LTD,Appriss,34212182,4545662370,05-12-2024,31-01-2026,SIP Azure CA AMC R&M 2025," 2,75,000.00 ",USD,4600526517,10,01-04-2027,USD,CA48001480,68082755,KA7570,C289,K76,CA04,7220175,USLMAN,5285332,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128626,,,,,
2024,AM,CA,COMPUCOM CANADA CO,CompuCom,33830528,4543129466,08-01-2024,01-01-2025,L1 Svc Desk & Field Eng 2024," 45,00,000.00 ",CAD,4600427488,20,03-06-2025,CAD,CA48001480,68073674,KA7267,C289,ST1,CA04,7220175,USLMAN,5263943,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4540190750,2/26 can close once dup invoices are deleted,,,,
2025,AM,CA,COMPUCOM CANADA CO,CompuCom,34247782,4545937149,13-01-2025,31-01-2026,CompuCom iMAC Activity 2025," 10,00,000.00 ",CAD,4600427488,20,03-06-2025,CAD,CA48001480,68073674,KA7267,C289,K76,CA04,7220175,USLMAN,5263943,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128624,,,,,
2025,AM,CA,COMPUCOM CANADA CO,CompuCom,34254898,4545949038,15-01-2025,31-01-2026,L1 Svc Desk & Field Eng 2025," 20,00,000.00 ",CAD,4600427488,20,03-06-2025,CAD,CA48001480,68073674,KA7267,C289,K76,CA04,7220175,USLMAN,5263943,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543129466,,,,,
2025,AM,CA,COMPUCOM CANADA CO,CompuCom,34258911,4545975799,21-01-2025,31-01-2026,CEMS Toolset 2025," 4,50,000.00 ",CAD,4600427488,20,03-06-2025,CAD,CA48001480,68073674,KA7410,C289,K76,CA04,7220175,USLMAN,5263943,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128623,,PO increased to 650000.00 CAD and item text changed on 04/24/2025 - Per Kimberly chung,,,
2025,AM,CA,COMPUCOM CANADA CO,CompuCom,34313987,4546251215,25-02-2025,31-01-2026,CompuCom RTM install/Cutover 2025," 13,00,000.00 ",CAD,4600427488,20,09/31/2025,CAD,CA48002711/CAIT/00314/R/01/01,68073674,KA7267,C289,K76,CA04,7220175,USLMAN,5263943,James Britt,Legacy,Tim Lashley (TWLASHL),,,,,,
2025,AM,CA,COMPUCOM CANADA CO,CompuCom,34340342,4546412955,18-03-2025,03-06-2025,Compucom Hardware 2025," 1,00,000.00 ",CAD,4600427488,20,03-06-2025,CAD,CA48001480,68073674,KA7267,C289,K76,CA04,7220175,USLMAN,5263943,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128624,This should only be a few invoices per Heather.,,,,
2025,AM,CA,INVENCO I2 INC,Invenco,34258830,4545975800,21-01-2025,31-01-2026,Invenco ICS & EMV Annual Fees 2025," 3,80,000.00 ",USD,4600658700,20,23-03-2025,USD,CA48001480,68113336,KA7410,C289,K76,CA04,7220175,USLMAN,5310294,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128639,,,,,
2024,AM,CA,NCR CANADA CORPORATION,NCR,33827999,4543128635,08-01-2024,01-01-2025,Level 2 Support 2024," 3,50,000.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,ST1,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4540190774,2/26 per Heather still investigating could be more invoices - recheck end of Q1,,,,
2024,AM,CA,NCR CANADA CORPORATION,NCR,33828000,4543129471,08-01-2024,01-01-2025,Lvl 3 & 4 SW Maint. 2024," 20,00,000.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,ST1,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4540190752,2/26 per Heather still investigating could be more invoices - recheck end of Q1,,,,
2025,AM,CA,NCR CANADA CORPORATION,NCR,34230577,4545899131,07-01-2025,31-01-2026,Level 2 Support 2025," 3,50,200.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,K76,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128635,,,,,
2025,AM,CA,NCR CANADA CORPORATION,NCR,34230576,4545899130,07-01-2025,31-01-2026,Lvl 3&4 SW Main. 2025," 17,72,897.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,K76,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543129471,,,,,
2025,AM,CA,NCR CANADA CORPORATION,NCR,34230573,4545781869,19-12-2024,31-01-2026,Hardware Repairs RMA 2025," 35,000.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,K76,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128637,,,,,
2025,AM,CA,NCR CANADA CORPORATION,NCR,34245662,4545899132,07-01-2025,31-01-2026,NCR CX7 POS Hardware 2025," 2,00,000.00 ",CAD,4600515284,10,25-06-2029,CAD,CA48001480,68107159,KA7410,C289,K76,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128637,,,,,
2025,AM,CA,NCR CANADA CORPORATION,NCR,34344631,4546463894,25-03-2025,31-01-2026,NCR Peripherals & Hardware 2025," 25,000.00 ",CAD,4600515284,10,31-01-2026,CAD,CA48001480,68107159,KA7410,C289,K76,CA04,7220175,USLMAN,5284303,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128637,,,,,
2025,AM,CA,ODYSSEY INFORMATION SERVICES INC,Odyssey,34307131,4546211328,20-02-2025,31-01-2026,RTM PRJ4366324," 40,000.00 ",USD,4600772800,10,17-06-2025,USD,CA48002726/CAIT/00314/R/01/01,68086399,KA7500,C289,K76,CA04,7220175,USLMAN,5299457,James Britt,Other,Tim Lashley (TWLASHL),4538606361,,,,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34184336,4545494741,12-11-2024,31-01-2026,Telecom Invoices 2025," 10,00,000.00 ",USD,4600530288,10,31-12-2025,USD,CA48001550,68114852,KA7142,C289,ST1,CA04,7450050,USCMQO,5285752,DIT,Telecom,Tim Lashley (TWLASHL),4543157579,,"Per Erwyn, the Pgroup does not need to be updated on this PO since the go live date is after 11/25 - JF",,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34210743,4545654921,04-12-2024,31-01-2026,MBA Site Fees 2025," 3,85,500.00 ",USD,4600617844,10,17-08-2027,USD,CA48001480,68114852,KA7500,CA48,K76,CA04,7220175,USLMAN,5299457,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128640,2/26/2025 - recheck at end of Q1 - Heather thinks there might be more invoices,PO increase by 20K 04/23/2025,,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34257251,4545975804,21-01-2025,31-01-2026,Hosting Fee – MBA 2025," 2,38,140.00 ",USD,4600617844,10,17-08-2027,USD,CA48001480,68114852,KA7410,C289,K76,CA04,7220175,USLMAN,5299457,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128640,2/26/2025 - recheck at end of Q1 - Heather thinks there might be more invoices,PO increased by 20K 04/23/2025,,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34257200,4545975803,21-01-2025,31-01-2026,Scanner Rental – MBA 2025," 3,00,000.00 ",USD,4600617844,10,17-08-2027,USD,CA48001480,68114852,KA7410,C289,K76,CA04,7220175,USLMAN,5299457,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543128640,,,,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34257198,4545975802,21-01-2025,31-01-2026,Scanner Rental – CMS 2025," 25,704.00 ",USD,4600617844,10,17-08-2027,USD,CA48001480,68114852,KA7410,C289,K76,CA04,7220175,USLMAN,5299457,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543129477,,,,,
2025,AM,CA,PROFESSIONAL DATASOLUTIONS INC,PDI,34300523,4546158861,12-02-2025,31-01-2026,PCI Scanner Purchase 2025," 10,000.00 ",USD,4600617844,10,17-08-2027,USD,CA48001480,68114852,KA7410,C289,K76,CA04,7220175,USLMAN,5299457,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4545975803,,,,,
2025,AM,CA,Petro-Viron Marketing Inc ,Petro-Viron,34219164,4545706436,11-12-2024,31-01-2026,Tank Guage Monitoring 2025," 2,00,000.00 ",CAD,4600227808,10,28-02-2025,CAD,CA48000739,68072776,KA7500,C289,K76,CA04,7220175,USLMAN,5221003,Kristen Lawson,Legacy,Tim Lashley (TWLASHL),4543376661,OA is going to be extended per CP. 12/10/2024,,,,
2025,AM,CA,SESSION M INC,Session M,34254897,4545949041,15-01-2025,31-01-2026,3rd Party Hosting Qtly 2025," 1,72,500.00 ",CAD,4600378089,10,31-03-2027,CAD,CA48001480,68107044,KA7500,C289,K76,CA04,7220175,USLMAN,5259876,Heather Mayo; Kimberly Chung,Legacy,Tim Lashley (TWLASHL),4543129470,,,,,
